Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
2023-05-28 13:45:54.032,10600.0,161.0,3,100.0,0,0,car,0 days 00:00:36.825000,0 days 01:44:53.055000,1470.0708333333343
2023-05-28 13:45:54.192,10944.0,170.0,4,100.0,0,0,car,0 days 00:00:36.985000,0 days 01:44:53.215000,1477.6263888888898
2023-05-28 13:45:54.392,11239.0,178.0,4,100.0,0,0,car,0 days 00:00:37.185000,0 days 01:44:53.415000,1487.515277777779
2023-05-28 13:45:54.673,10739.0,190.0,4,100.0,0,0,car,0 days 00:00:37.466000,0 days 01:44:53.696000,1502.3458333333344
2023-05-28 13:45:54.993,11009.0,200.0,5,100.0,0,0,car,0 days 00:00:37.786000,0 days 01:44:54.016000,1520.1236111111125
2023-05-28 13:45:55.152,11167.0,206.0,5,100.0,0,0,car,0 days 00:00:37.945000,0 days 01:44:54.175000,1529.2219444444456
2023-05-28 13:45:55.352,11439.0,212.0,5,100.0,0,0,car,0 days 00:00:38.145000,0 days 01:44:54.375000,1540.9997222222237
2023-05-28 13:45:55.592,10459.0,220.0,5,100.0,0,0,car,0 days 00:00:38.385000,0 days 01:44:54.615000,1555.66638888889
2023-05-28 13:45:55.912,10781.0,227.0,6,100.0,0,0,car,0 days 00:00:38.705000,0 days 01:44:54.935000,1575.8441666666677
2023-05-28 13:45:56.112,10972.0,230.0,6,100.0,0,0,car,0 days 00:00:38.905000,0 days 01:44:55.135000,1588.6219444444455
2023-05-28 13:45:56.392,11227.0,238.0,6,100.0,0,0,car,0 days 00:00:39.185000,0 days 01:44:55.415000,1607.133055555557
2023-05-28 13:45:56.672,11422.0,242.0,6,100.0,0,0,car,0 days 00:00:39.465000,0 days 01:44:55.695000,1625.9552777777792
2023-05-28 13:45:56.872,11551.0,246.0,6,100.0,0,0,car,0 days 00:00:39.665000,0 days 01:44:55.895000,1639.6219444444455
2023-05-28 13:45:57.112,10419.0,248.0,6,100.0,0,0,car,0 days 00:00:39.905000,0 days 01:44:56.135000,1656.155277777779
2023-05-28 13:45:57.352,10517.0,254.0,7,100.0,0,0,car,0 days 00:00:40.145000,0 days 01:44:56.375000,1673.0886111111124
2023-05-28 13:45:57.672,10717.0,257.0,7,100.0,0,0,car,0 days 00:00:40.465000,0 days 01:44:56.695000,1695.9330555555568
2023-05-28 13:45:58.072,10889.0,263.0,7,100.0,0,0,car,0 days 00:00:40.865000,0 days 01:44:57.095000,1725.155277777779
2023-05-28 13:45:58.312,10994.0,263.0,7,100.0,0,0,car,0 days 00:00:41.105000,0 days 01:44:57.335000,1742.688611111112
2023-05-28 13:45:58.512,11122.0,265.0,7,100.0,0,0,car,0 days 00:00:41.305000,0 days 01:44:57.535000,1757.4108333333345
2023-05-28 13:45:58.672,11142.0,268.0,7,100.0,0,0,car,0 days 00:00:41.465000,0 days 01:44:57.695000,1769.3219444444458
2023-05-28 13:45:58.992,11325.0,272.0,7,100.0,0,0,car,0 days 00:00:41.785000,0 days 01:44:58.015000,1793.499722222223
2023-05-28 13:45:59.352,11475.0,276.0,7,100.0,0,0,car,0 days 00:00:42.145000,0 days 01:44:58.375000,1821.0997222222236
2023-05-28 13:45:59.592,11248.0,278.0,7,100.0,0,0,car,0 days 00:00:42.385000,0 days 01:44:58.615000,1839.6330555555564
2023-05-28 13:45:59.752,10287.0,280.0,8,100.0,0,0,car,0 days 00:00:42.545000,0 days 01:44:58.775000,1852.0775000000012
2023-05-28 13:46:00.112,10470.0,282.0,8,100.0,0,0,car,0 days 00:00:42.905000,0 days 01:44:59.135000,1880.2775000000013
2023-05-28 13:46:00.352,10493.0,286.0,8,100.0,0,0,car,0 days 00:00:43.145000,0 days 01:44:59.375000,1899.344166666668
2023-05-28 13:46:00.552,10524.0,287.0,8,100.0,0,0,car,0 days 00:00:43.345000,0 days 01:44:59.575000,1915.288611111112
2023-05-28 13:46:00.792,10263.0,285.0,8,99.0,0,0,car,0 days 00:00:43.585000,0 days 01:44:59.815000,1934.2886111111125
2023-05-28 13:46:00.952,9946.0,277.0,8,3.0,1,0,car,0 days 00:00:43.745000,0 days 01:44:59.975000,1946.5997222222231
2023-05-28 13:46:01.273,8475.0,229.0,8,0.0,1,0,car,0 days 00:00:44.066000,0 days 01:45:00.296000,1967.0188888888904
2023-05-28 13:46:01.513,7759.0,229.0,8,0.0,1,0,car,0 days 00:00:44.306000,0 days 01:45:00.536000,1982.2855555555568
2023-05-28 13:46:01.713,9036.0,198.0,8,0.0,1,0,car,0 days 00:00:44.506000,0 days 01:45:00.736000,1993.285555555557
2023-05-28 13:46:02.072,8436.0,159.0,6,0.0,1,0,car,0 days 00:00:44.865000,0 days 01:45:01.095000,2009.1413888888903
